,date,startup,vertical,subvertical,city,investor,round,amount
0,2020-01-09,BYJU’S,edtech,E-learning,bangalore,Tiger Global Management,PrivateEquity,1600.0
1,2020-01-13,Shuttl,transport_mobility,App based shuttle service,delhi,Susquehanna Growth Equity,SeriesC+,64.387152
2,2020-01-09,Mamaearth,ecommerce,Retailer of baby and toddler products,bangalore,Sequoia Capital India,SeriesB,146.87088
3,2020-01-02,wealthbucket,fintech,Online Investment,delhi,Vinod Khatumal,Pre-SeriesA,24.0
4,2020-01-02,Fashor,ecommerce,Embroiled Clothes For Women,mumbai,Sprout Venture Partners,Seed/Angel,14.4
5,2020-01-13,Pando,transport_mobility,"Open-market, freight management platform",chennai,Chiratae Ventures,SeriesA,72.0
6,2020-01-10,Zomato,others,Online Food Delivery Platform,delhi,Ant Financial,PrivateEquity,1200.0
7,2019-12-12,Ecozen,tech,Agritech,pune,Sathguru Catalyzer Advisors,SeriesA,48.0
8,2019-12-06,CarDekho,ecommerce,Automobile,delhi,Ping An Global Voyager Fund,SeriesC+,560.0
9,2019-12-03,Dhruva Space,tech,Satellite Communication,bangalore,"Mumbai Angels, Ravikanth Reddy",Seed/Angel,400.0
10,2019-12-13,Rivigo,tech,Logistics Services and Solutions,delhi,"SAIF Partners, Spring Canter Investment Ltd.",SeriesC+,160.0
11,2019-12-17,Healthians,food,Food Solutions For Corporate,bangalore,"Paytm, NPTK, Sabre Partners and Neoplux",SeriesC+,96.0
12,2019-12-16,Licious,ecommerce,Online Meat And Seafood Ordering Startup,bangalore,Vertex Growth Fund,SeriesC+,240.0
13,2019-12-16,InCred,fintech,Non-Banking Financial Company,mumbai,undisclosed,DebtFunding,47.2
14,2019-12-14,Trell,media_entertainment,Experience Discovery Platform,bangalore,Ruizheng Investment,Seed/Angel,16.0
15,2019-12-11,Rein Games,media_entertainment,Real money based gaming startup,delhi,Manipal Education and Medical Group (MEMG),Seed/Angel,400.0
16,2019-12-20,Lenskart,ecommerce,Online Eyewear Shopping Portal,delhi,SoftBank Vision Fund,SeriesC+,1848.0
17,2019-11-13,Freshworks,tech,Business and customer engagement tools,foreign,"Sequoia, CapitalG, Accel",SeriesC+,1200.0
18,2019-11-14,Misters,health,Men's Health and Wellness brand,delhi,"Sauce.vc, Rainforest Ventures",SeriesB,3.888
19,2019-11-13,Sunstone Eduversity Pvt,edtech,Elearning,delhi,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed/Angel,12.0
20,2019-11-17,Burger Singh,food,Indian Burger Brand,delhi,RB Investments,others,0.0
21,2019-11-18,Healthians,health,Healthcare services,delhi,"DG Daiwa Ventures, DG Incubation",SeriesB,96.0
22,2019-11-15,Ninjacart,enterprise_b2b,Agritech,bangalore,Trifecta Capital Advisors,DebtFunding,208.0
23,2019-11-20,Aye Finance,fintech,Financial Services To MSMEs,delhi,FinTech,DebtFunding,139.29012
24,2019-11-12,SuperGaming,media_entertainment,Social gaming platform,pune,Dream Incubator,Seed/Angel,10.4
25,2019-11-20,Clumio,enterprise_b2b,Recovery software,foreign,"Altimeter Capital, Sutter Hill Ventures",SeriesC+,1080.0
26,2019-11-11,eBikeGo,transport_mobility,Electric bike rental,others,Startup Buddy,Seed/Angel,2.4
27,2019-11-19,Digital Mall Asia,ecommerce,Virtual e-commerce platform,delhi,Amour Infrastructure,Seed/Angel,1760.0
28,2019-11-18,Medikabazaar,health,B2B platform for medical supplies,mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",SeriesB,126.4
29,2019-11-15,Vogo Automotive,transport_mobility,Scooter sharing app,bangalore,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",SeriesB,2264.0
30,2019-11-19,Furtados School of Music,edtech,Music Education,others,IAN Fund and DSG Consumer Partners,,1600.0
31,2019-11-25,Paytm,fintech,Mobile Wallet,delhi,Vijay Shekhar Sharma,Seed/Angel,8000.0
32,2019-10-04,Dunzo,enterprise_b2b,Delivery Service,bangalore,Lightbox,SeriesC+,360.0
33,2019-10-02,Udaan,enterprise_b2b,Business development,bangalore,"Altimeter Capital, DST Global",SeriesC+,4680.0
34,2019-10-21,The Man Company,ecommerce,Beauty and Grooming,delhi,Ayushmann Khurana,others,0.0
35,2019-09-05,FPL Technologies,fintech,Financial Services,pune,"Matrix Partners India, Sequoia India",others,36.0
36,2019-09-04,Cashflo,fintech,Invoice discounting platform and SME lending marketplace,mumbai,SAIF Partners,SeriesA,26.4
37,2019-09-04,Digital F5,media_entertainment,Digital marketing firm,mumbai,TIW Private Equity,PrivateEquity,48.0
38,2019-09-04,3rdFlix,enterprise_b2b,Education Technology,hyderabad,Exfinity Venture Partners,Pre-SeriesA,40.0
39,2019-09-04,75F,tech,Building automation system,foreign,Breakthrough Energy Ventures,SeriesA,144.0
40,2019-09-04,Myelin Foundry,tech,Deep-technology,bangalore,Endiya Partners,Seed/Angel,8.0
41,2019-09-04,Atomberg Technology,tech,"Consumer Electronics, Home Appliances",mumbai,A91 Partners,SeriesA,80.0
42,2019-09-04,GOQii,health,Wearable Fitness Bands,foreign,Bennett Coleman and Company Ltd (BCCL),SeriesC+,3600.0
43,2019-09-03,Vyapar App,fintech,Mobile-based Accounting Software,bangalore,"India Quotient, Axilor Ventures",SeriesA,40.0
44,2019-08-01,CarDekho,ecommerce,Automotive,delhi,SC GG India Mobility Holdings LLC,SeriesC+,160.0
45,2019-08-01,Progcap,fintech,Supply Chain Management,delhi,Sequoia India,SeriesA,40.0
46,2019-08-01,MyPetrolPump,lifestyle_consumer,Fuel Delivery,bangalore,undisclosed,Seed/Angel,12.8
47,2019-08-01,Alteria Capital,fintech,VC Funds,mumbai,"Azim Premji, Binny Bansal",others,1120.0
48,2019-08-01,Pine Labs,tech,Last-mile retail transaction technology,delhi,Pine Labs Pte Ltd,others,304.64
49,2019-08-12,Meesho,ecommerce,Social Commerce,bangalore,Naspers,SeriesC+,1000.0
50,2019-08-13,Cars24,ecommerce,Car Retail,delhi,MS Dhoni,SeriesC+,88.0
51,2019-08-13,Uniphore,enterprise_b2b,Conversational AI,foreign,March Capital Partners,SeriesC+,408.0
52,2019-08-23,Zendrive,transport_mobility,Road Safety Analytics,foreign,XL Innovate,SeriesB,296.0
53,2019-08-23,Lo! Foods,ecommerce,Low carb food for Diabetics,bangalore,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed/Angel,4.0
54,2019-08-23,Tala,fintech,Digital Lending Platform,foreign,RPS Ventures,SeriesC+,880.0
55,2019-08-22,INDwealth,fintech,Wealth Management,delhi,Tiger Global Management,others,120.0
56,2019-08-21,HungerBox,food,B2B Foodtech,bangalore,One97 Communications Ltd.,SeriesC+,52.72
57,2019-08-23,AdmitKard,edtech,University Admissions,delhi,Growth DNA,Seed/Angel,8.0
58,2019-08-19,Mishry Reviews,enterprise_b2b,Product Review,delhi,Vir Sanghvi,SeriesA,0.0
59,2019-08-19,Grofers,ecommerce,Grocery Delivery,delhi,Softbank Vision Fund,SeriesC+,560.0
60,2019-08-27,Rapido Bike Taxi,transport_mobility,Bike Taxi,bangalore,Westbridge Capital,SeriesB,31200.0
61,2019-07-02,RenewBuy,fintech,Auto Insurance,delhi,"Lok Capital, IIFL Wealth",SeriesB,152.0
62,2019-07-02,Atlan,tech,Big Data,foreign,WaterBridge Ventures,Pre-SeriesA,20.0
63,2019-07-01,WizCounsel,fintech,Consulting,delhi,Kapil Dev,Seed/Angel,1.16
64,2019-07-03,Ola Cabs,transport_mobility,Cabs,bangalore,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",SeriesC+,8.0
65,2019-07-01,Uniphore,tech,Speech Recognition,chennai,March Capital Partners,SeriesC+,304.64
66,2019-07-04,Daalchini Technologies,food,Digital Vending Machine,delhi,Artha Venture,Seed/Angel,4.0
67,2019-07-10,"""BYJU\'S""",edtech,Education,bangalore,Qatar Investment Authority,PrivateEquity,1200.0
68,2019-07-11,Moglix,ecommerce,Industrial Tools and Equipments,foreign,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",SeriesC+,480.0
69,2019-07-10,Ezyhaul,tech,Logistics,foreign,Undisclosed,SeriesB,128.0
70,2019-07-10,Indus OS,tech,Smartphone Operating System,mumbai,Ventureast,SeriesB,46.0
71,2019-07-10,HealthAssure,health,Primary care medical network,mumbai,Blume Ventures,SeriesA,20.0
72,2019-07-09,House of Msasaba,lifestyle_consumer,Clothes and Apparel,mumbai,Binny Bansal,SeriesA,8.0
73,2019-07-08,Board Infinity,edtech,Full-stack career platform,mumbai,Multiple Angel Investors,Seed/Angel,2.55684
74,2019-06-05,NoBroker,ecommerce,Real Estate,bangalore,General Atlantic,SeriesC+,408.0
75,2019-06-04,Bira91,food,Brewery,delhi,Anicut Capital,DebtFunding,80.0
76,2019-06-03,Avail Finance,fintech,FinTech,bangalore,Matrix Partners,SeriesA,72.0
77,2019-06-04,BharatPe,fintech,FinTech,delhi,Insight Partners,SeriesB,600.0
78,2019-06-04,Recykal,climate_tech,Optimization,hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",Pre-SeriesA,208.0
79,2019-06-03,Agara Labs,tech,Artificial Intelligence,bangalore,Blume Ventures and RTP Global,Pre-SeriesA,20.0
80,2019-06-06,Chakr Innovation,climte_tech,Renewable Energy,delhi,IAN Fund,SeriesA,208.0
81,2019-06-10,Bolo App,media_entertainment,Video Platform,bangalore,Nexus Venture Partners,Seed/Angel,3.4416
82,2019-06-10,OkCredit,fintech,Financial Services,delhi,Tiger Global Management,SeriesA,124.0
83,2019-06-06,Biz2Credit,fintech,Online Lending Platform,foreign,WestBridge Capital,SeriesB,416.0
84,2019-06-08,Vogo Automotive Pvt,transport_mobility,Dockless Scooter Rental Company,others,Alteria Capital,DebtFunding,28.672
85,2019-06-04,Leegality,enterprise_b2b,Digital Documentation,bangalore,Mumbai Angels,SeriesA,27.2
86,2019-05-06,Ola Electric,transport_mobility,Cabs,bangalore,Tata Sons,SeriesA,0.0
87,2019-05-06,Saahas Zero Waste,climate_tech,Optimization,bangalore,C4D Partners,others,6.9488
88,2019-05-05,StyleDotMe,ecommerce,Fashion and Shopping,delhi,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",others,0.0
89,2019-05-01,BlackBuck,transport_mobility,Logistics,bangalore,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",SeriesC+,1200.0
90,2019-05-02,Zenoti,enterprise_b2b,Beauty and Wellness Industry,hyderabad,Tiger Global Management,SeriesC+,400.0
91,2019-05-28,Ather Energy,transport_mobility,Electric Vehicle,bangalore,Sachin Bansal,SeriesC+,408.0
92,2019-05-28,FreshVnF,agriculture,Fresh Agriculture Produces,mumbai,Equanimity Ventures,Seed/Angel,1120.0
93,2019-05-30,GlowRoad,ecommerce,Retail,bangalore,"Korea Investment Partners, Vertex Ventures",SeriesB,92.0
94,2019-05-31,Bira91,food,Brewery,delhi,Sixth Sense Ventures,SeriesB,44.8
95,2019-04-16,Kuvera,fintech,Wealth Management,bangalore,Eight Roads,SeriesA,360.0
96,2019-04-12,Medlife,ecommerce,Online Medicine,bangalore,Prasid Uno Family Trust,PrivateEquity,136.0
97,2019-04-10,Kabadiwala,ecommerce,Waste Management,others,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",PrivateEquity,3.44532
98,2019-04-13,Tripoto,media_entertainment,Travel,delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",SeriesB,28.731
99,2019-04-12,Azah,health,Organic wellness,delhi,Unnamed angel investors,Seed/Angel,1.6
100,2019-04-11,Setu,fintech,Banking,bangalore,Lightspeed India Partners,Seed/Angel,28.0
101,2019-04-10,Toppr,edtech,E-learning,mumbai,Milestone,DebtFunding,50.56656
102,2019-04-10,Craftsvilla,ecommerce,Fashion and Apparel,mumbai,Supera Pte Ltd,others,19.54796
103,2019-04-10,Unacademy,edtech,E-learning,bangalore,Kalyan Krishnamurthy,Seed/Angel,2.456
104,2019-04-11,CleverTap,enterprise_b2b,Mobile analytics and marketing,mumbai,"Sequoia India, Tiger Global Management, Accel Partners",SeriesB,208.0
105,2019-04-19,My Healthcare,ecommerce,Software Solutions,delhi,Sixth Sense Ventures,SeriesA,24.0
106,2019-04-17,Shuttl,transport_mobility,Bus Aggregation,delhi,New Atlantic Ventures,others,40.0
107,2019-04-17,Increff,tech,Supply-chain technology solutions,bangalore,"021 Capita, Binny Bansal",SeriesA,24.0
108,2019-02-01,FleetX,tech,Logistics,delhi,India Quotient and LetsVenture\\xe2\\x80\\x99s Angel Fund,Pre-SeriesA,0.0
109,2019-02-08,Zilingo,ecommerce,Fashion & Apparel,others,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",SeriesC+,1808.0
110,2019-02-13,NanoClean Global,tech,Anti-Pollution,delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",SeriesA,4.8
111,2018-02-14,OyoRooms,others,Budget Rooms,delhi,DiDi Chuxing,PrivateEquity,800.0
112,2019-01-03,CarDekho,transport_mobility,Online Marketplace,jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",SeriesC+,880.0
113,2019-01-04,Vyome Therapeutics Inc,health,Specialty pharmaceutical,others,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",SeriesC+,176.0
114,2019-01-04,Samunnati Financial Intermediation & Services Pvt,fintech,Non-banking financial company,chennai,"MASSIF, a Dutch government fund",DebtFunding,40.0
115,2018-12-04,Manch,media_entertainment,Hyperlocal Content,delhi,Stellaris Venture Partners,Seed/Angel,5.6
116,2018-12-01,UrbanClap Technologies Pvt,enterprise_b2b,Home services marketplace,delhi,Steadview Capital and Vy Capital.,SeriesC+,400.0
117,2018-12-02,Guiddoo,transport_mobility,Platform for travel agents,mumbai,Individual Investors,Pre-SeriesA,6.4
118,2018-12-02,Career Anna,edtech,"Video-based certification, trainings",delhi,Individual Investors,Pre-SeriesA,4.576
119,2018-12-04,Nagpur Wholesale,ecommerce,eCommerce,mumbai,Omphalos Ventures India LLP,Seed/Angel,1.144
120,2018-12-06,ShopKirana,enterprise_b2b,eCommerce,indore,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed/Angel,16.0
121,2018-12-06,BuildSupply,ecommerce,"Real Estate, ERP",delhi,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",SeriesA,28.0
122,2018-11-01,GoDesi,food,Regional Flavours,bangalore,Lead Angels Network,Seed/Angel,1.11196
123,2018-11-03,Veritas Finance Ltd,fintech,MSME Finance,chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",SeriesC+,222.392
124,2018-11-06,Meesho,ecommerce,Social Commerce,bangalore,"Shunwei Capital, DST Partners and RPS Ventures",SeriesC+,400.0
125,2018-11-08,Mobile Premier League,media_entertainment,Mobile e-Sports,bangalore,Undisclosed,SeriesA,4.0
126,2018-11-08,A&R Bon Vivants,food,Meat Retail Chain,jaipur,"RB Investments, Singapore",PrivateEquity,8.0
127,2018-11-12,Blackbuck,food,POS For Online Ordering,bangalore,Tiger Global,SeriesA,8.0
128,2018-11-12,MilkBAsket,food,Micro-delivery grocery service,delhi,Mayfield Fund,SeriesB,10.4
129,2018-11-13,DriveU,transport_mobility,On-Demand Drivers,bangalore,Stevens Creek Ventures,others,8.0
130,2018-11-14,CleanseCar,enterprise_b2b,Car Wash,bangalore,Venture Catalysts,Seed/Angel,4.0
131,2018-11-19,Automation Anywhere,tech,Robotics,foreign,SoftBank Vision Fund,SeriesB,2400.0
132,2018-11-20,HealthifyMe,health,Wellness Coach,bangalore,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",SeriesB,48.0
133,2018-11-21,Genius Corner,edtech,Personalized Learning,delhi,Individual investors,Seed/Angel,2.224
134,2018-11-22,Aavishkaar-Intellecap Group,fintech,SME Funding,mumbai,Teachers Insurance and Annuity Association (TIAA),PrivateEquity,248.0
135,2018-11-22,Skillbox,media_entertainment,Art,delhi,Individual investors,Seed/Angel,0.0
136,2018-11-23,Signzy,fintech,Digital Onboarding Solution,bangalore,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",SeriesA,27.2
137,2018-11-24,Engineer,tech,AI Platform,others,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",SeriesA,236.0
138,2018-11-25,InCred Finance,fintech,SME Lending,others,"Paragon Partners, Individual Investors",PrivateEquity,336.0
139,2018-11-25,Roposo,media_entertainment,Video Sharing,delhi,Bertelsmann India Investments,SeriesB,13.6
140,2018-10-01,Northmist,ecommerce,Mens Wear,delhi,Prashant Jaiswal,Seed/Angel,0.0
141,2018-10-02,Origo Commodities India Pvt,transport_mobility,Supply Chain,hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/Angel,88.0
142,2018-10-04,Grover Zampa,food,Wine,mumbai,Ravi Viswanathan,PrivateEquity,65.6
143,2018-10-05,Droom,transport_mobility,New and Used Cars Platform,delhi,ZigExN,SeriesC+,24.0
144,2018-10-11,Innov8,realestate,Co-Working,delhi,Credence Family Office,Pre-SeriesA,32.0
145,2018-10-12,Blackbuck,transport_mobility,Largest Trucking Platform,bangalore,Sequoia Capital India,PrivateEquity,117.44
146,2018-10-12,LetsTransport,transport_mobility,Book Trucks Online,bangalore,Fosun International,SeriesC+,96.0
147,2018-09-01,Netmeds,ecommerce,Online Pharmacy Chain,chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",PrivateEquity,280.0
148,2018-09-03,Udaan,enterprise_b2b,Logistics and Shipping,bangalore,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,PrivateEquity,1800.0
149,2018-09-03,Daily hunt,ecommerce,News and ebooks Mobile App\\xc2\\xa0,bangalore,Falcon Edge,PrivateEquity,51.12
150,2018-09-04,3HCare,health,Healthcare Service Provider,delhi,undisclosed,Seed/Angel,8.0
151,2018-09-04,HappyGoEasy,ecommerce,Online Travel Agecy,delhi,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",PrivateEquity,0.0
152,2018-09-05,Nykaa,ecommerce,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,mumbai,Lighthouse,PrivateEquity,1257.6
153,2018-09-05,Mad Street Den,tech,Computer Vision And Artificial Intelligence (Ai) Platform,chennai,KDDI\\xc2\\xa0,PrivateEquity,0.0
154,2018-09-06,Dream11,ecommerce,Online Gaming Platform,mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",PrivateEquity,800.0
155,2018-09-10,MamaEarth,health,Online Marketplace For Mother and Babycare Products,delhi,Stellaris Ventures & Others,PrivateEquity,32.0
156,2018-09-11,AutoGrid,tech,AI-Based Energy Optimisation and Control Provider,bangalore,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",PrivateEquity,256.0
157,2018-09-11,Pharmeasy,ecommerce,Online Marketplace For Pharmaceutical Products,mumbai,InnoVen Capital,DebtFunding,44.0
158,2018-09-11,Upwards,fintech,Online Micro Lending Marketplace,mumbai,"Shunwei Capital,Quotient, Mayfield & Others",PrivateEquity,40.0
159,2018-09-12,Kissht,fintech,Online lending Platform,mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",PrivateEquity,240.0
160,2018-08-01,dishq,food,Personalisation Technology Firm Focusing On The Food And Beverage Industry,bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/Angel,3.2
161,2018-08-01,HealthFin,fintech,Patient Financing Platform,pune,"Axilor, Sprout Venture Partners and others",Seed/Angel,0.0
162,2018-08-02,Samosa Labs,ecommerce,Social Media and Chat Entertainment Platform,hyderabad,Xiaomi and Sequoia Capital India,PrivateEquity,56.0
163,2018-08-03,ZiffyHomes,ecommerce,Online Home Rental Marketplace,delhi,Y Combinator,PrivateEquity,0.96
164,2018-08-07,My OmNamo,ecommerce,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,mumbai,undisclosed,Seed/Angel,8.0
165,2018-08-07,ShopX,ecommerce,Assisted E-commerce Platform,bangalore,Fung Strategic Holdings,PrivateEquity,280.0
166,2018-08-07,MakeMyTrip,ecommerce,Online Travel Aggregator,delhi,MakeMyTrip Limited,PrivateEquity,80.0
167,2018-08-08,Hansel io,ecommerce,Real-time Mobile App Management,bangalore,Vertex Ventures,Seed/Angel,32.0
168,2018-08-08,Metro Bikes,ecommerce,Online Bike Rental Marketplace,bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",PrivateEquity,97.6
169,2018-08-08,Phone Pe,ecommerce,UPI Payments App,bangalore,Flipkart,PrivateEquity,528.0
170,2018-08-09,quizizz,edtech,e-learning Platform,bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/Angel,24.0
171,2018-08-09,Happy EMI,fintech,Consumer Financing Platform,bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed/Angel,8.0
172,2018-08-13,Inthree,ecommerce,Rural E-commerce Platform,chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/Angel,32.0
173,2018-08-13,Observe AI,tech,AI Based Solutions Platform,bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",PrivateEquity,64.0
174,2018-08-16,Enakshi,ecommerce,AI Based Solutions Platform,ahemadabad,undisclosed,Seed/Angel,0.918488
175,2018-08-17,EazyDiner,ecommerce,Online Restaurant Table Reservation Platform,delhi,Denlow Investment Trust and Beenext,PrivateEquity,46.8
176,2018-08-20,Finzy,fintech,Online Loan Matchmaking Platform,bangalore,undisclosed,Seed/Angel,8.0
177,2018-08-20,RawPressery,ecommerce,Online Organic Juice Delivery Service,mumbai,Alteria Capital,DebtFunding,38.4
178,2018-08-22,Pi Ventures,tech,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,bangalore,CDC Group plc\\xc2\\xa0,PrivateEquity,48.0
179,2018-08-22,Revv,ecommerce,Online Indian Car Rental Platform,delhi,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",PrivateEquity,114.16
180,2018-08-26,ZestMoney,ecommerce,Online Lending Platform,bangalore,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",PrivateEquity,107.2
181,2018-08-26,Shubh Loans,fintech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,bangalore,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",PrivateEquity,33.6
182,2018-08-27,MyUpchar,health,Local Language Health Content App,delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",PrivateEquity,40.0
183,2018-08-28,Narvar,tech,Post-Purchase Customer Engagement Platform\\xc2\\xa0,bangalore,Accel (formerly known as Accel Partners),PrivateEquity,24.0
184,2018-08-30,True North,fintech,Private Equity Firm,mumbai,undisclosed,PrivateEquity,4800.0
185,2018-07-01,Leena AI,tech,HR Virtual Agent For Employees,delhi,Y Combinator,Seed/Angel,0.0
186,2018-07-02,Biryani By Kilo,ecommerce,Online Food Delivery,delhi,Ajay Relan and Vinay Mittal,Seed/Angel,8.0
187,2018-07-04,Anchanto,tech,E-commerce Fulfilment Platform,pune,MDI Ventures & Telkom Indonesia,PrivateEquity,32.0
188,2018-07-05,Loan Tap,ecommerce,Online Lending Platform For Salaried Professionals,mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",PrivateEquity,50.0
189,2018-07-06,PolicyBazaar,ecommerce,Online Insurance Selling Platform,delhi,Info Edge (India) Ltd and Temasek,PrivateEquity,221.6
190,2018-07-09,zippserv,ecommerce,Online Platform For Risk-Assessment Services For Real Estate Investments,bangalore,Info Edge (India) Ltd,Seed/Angel,3.52
191,2018-07-09,Groww,ecommerce,Online Platform That Sells Direct Plans Of Mutual Funds,bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/Angel,8.8
192,2018-07-10,Avenue Growth,ecommerce,Online Platform That Connects Brands With Freelance Sales Professionals,delhi,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/Angel,3.496
193,2018-07-10,iNICU,health,Med-tech Platform Providing Care For Newborns,delhi,Venture Catalysts,Seed/Angel,0.0
194,2018-07-10,Kinara Capital,fintech,Lending Platform For Micro and Small Enterprises,bangalore,ResponsAbility,PrivateEquity,40.0
195,2018-07-10,Shop 101,ecommerce,Mobile Storefront And Commerce Platform For Sellers,mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",PrivateEquity,40.0
196,2018-07-11,Sambandh,ecommerce,Online Micro Lending Platform,others,Base of Pyramid Asia (BOPA) Pte Ltd,PrivateEquity,20.0
197,2018-07-12,19th mile,tech,Artificial intelligence-based sales acceleration software platform,delhi,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/Angel,1.44
198,2018-07-12,5th Vital,health,Home diagnostics services provider,bangalore,Brand Capital and Others,Seed/Angel,4.0
199,2018-07-13,MEngage,health,A Doctor-Patient Engagement Platform,jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/Angel,1.4
200,2018-07-17,Ofbusiness,fintech,Online Lending Platform For SME,delhi,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",PrivateEquity,232.0
201,2018-07-17,Cars24,ecommerce,Online Used Car Marketplace,delhi,"Kingsway FCI Fund, KCK Global & Others",PrivateEquity,397.6
202,2018-07-18,The Ken,ecommerce,Subscription-Only News Website,bangalore,Omidyar Network & Others,Seed/Angel,12.0
203,2018-07-19,Book My Show,ecommerce,Online Ticketing Platform,mumbai,"TPG Growth, The Rise Fund & Others",PrivateEquity,800.0
204,2018-07-20,HousingMan,ecommerce,Property Discovery Platform,bangalore,undisclosed,Seed/Angel,12.0
205,2018-07-21,PaySense,ecommerce,Online Consumer Lending Platform,mumbai,PayU & Others,PrivateEquity,144.0
206,2018-07-23,Yulu Bikes,tech,Bicycle-Sharing Platform,bangalore,undisclosed,Seed/Angel,0.0
207,2018-07-23,VTION,tech,Media Analytics,delhi,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/Angel,2.24
208,2018-07-23,Log9 Materials,tech,Nanotechnology Company Specializing In Graphene,bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/Angel,3.488
209,2018-07-24,kidovators,edtech,Skill Learning Platform,bangalore,Gray Matters,Seed/Angel,1.44
210,2018-07-24,Digit,ecommerce,Online Insurance Startup,pune,Fairfax,PrivateEquity,360.0
211,2018-07-25,Black Soil,fintech,Non-Banking Financial Company,mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",PrivateEquity,136.0
212,2018-07-25,Trell,ecommerce,Mobile-First Video Blogging App,bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed/Angel,10.0
213,2018-07-25,iqlect,tech,Data Analytics Firm,bangalore,Ventureast and Exfinity,Seed/Angel,20.0
